num_queries,target_len,query_len,k,search_median_ms,search_mean_ms,search_std_ms,search_ci_lower_ms,search_ci_upper_ms,search_n_matches,tiling_median_ms,tiling_mean_ms,tiling_std_ms,tiling_ci_lower_ms,tiling_ci_upper_ms,tiling_n_matches,edlib_median_ms,edlib_mean_ms,edlib_std_ms,edlib_ci_lower_ms,edlib_ci_upper_ms,edlib_n_matches,search_ipc,tiling_ipc,edlib_ipc,search_throughput_gbps,search_ci_lower_throughput_gbps,search_ci_upper_throughput_gbps,tiling_throughput_gbps,tiling_ci_lower_throughput_gbps,tiling_ci_upper_throughput_gbps,edlib_throughput_gbps,edlib_ci_lower_throughput_gbps,edlib_ci_upper_throughput_gbps,throughput_bytes
96,334294335,24,3,360.964,362.163,3.155,358.592,365.733,70493,101.694,109.555,17.996,98.401,120.708,70493,4200.740,4200.740,0.000,4200.740,4200.740,72184,0.00,0.00,0.00,88.907,87.748,89.495,315.578,265.866,326.138,7.640,7.640,7.640,334294335
96,334294335,24,4,387.699,388.283,2.555,385.393,391.174,77714,181.150,180.869,2.586,178.800,182.938,77714,4215.300,4215.300,0.000,4215.300,4215.300,79701,0.00,0.00,0.00,82.776,82.041,83.272,177.158,175.427,179.487,7.613,7.613,7.613,334294335
