num_queries,target_len,query_len,k,search_median_ms,search_mean_ms,search_std_ms,search_ci_lower_ms,search_ci_upper_ms,search_n_matches,tiling_median_ms,tiling_mean_ms,tiling_std_ms,tiling_ci_lower_ms,tiling_ci_upper_ms,tiling_n_matches,edlib_median_ms,edlib_mean_ms,edlib_std_ms,edlib_ci_lower_ms,edlib_ci_upper_ms,edlib_n_matches,search_ipc,tiling_ipc,edlib_ipc,search_throughput_gbps,search_ci_lower_throughput_gbps,search_ci_upper_throughput_gbps,tiling_throughput_gbps,tiling_ci_lower_throughput_gbps,tiling_ci_upper_throughput_gbps,edlib_throughput_gbps,edlib_ci_lower_throughput_gbps,edlib_ci_upper_throughput_gbps,throughput_bytes
96,334294335,24,3,1482.867,1482.867,0.000,1482.867,1482.867,70493,520.580,520.509,0.071,520.411,520.607,70493,15549.079,15549.079,0.000,15549.079,15549.079,72184,0.00,0.00,0.00,21.642,21.642,21.642,61.647,61.644,61.667,2.064,2.064,2.064,334294335
96,334294335,24,4,1508.491,1508.491,0.000,1508.491,1508.491,77714,1003.158,978.125,25.034,943.430,1012.819,77714,14145.306,14145.306,0.000,14145.306,14145.306,79701,0.00,0.00,0.00,21.274,21.274,21.274,31.991,31.686,34.017,2.269,2.269,2.269,334294335
