query_length,text_length,k,edlib_matches,sassy_matches,max_edits,bench_iter,alphabet,profile,rc,edlib_ns,edlib_ns_plus_one,sassy_ns,sassy_ns_plus_one
50,16000,3,0,0,3,1000,Dna,dna,withoutrc,89751,7275,9841,1238
50,32000,3,0,0,3,1000,Dna,dna,withoutrc,179202,10840,19531,1124
50,64000,3,0,0,3,1000,Dna,dna,withoutrc,357605,22485,38695,1110
50,100000,3,0,0,3,1000,Dna,dna,withoutrc,566253,52897,60358,826
50,128000,3,0,0,3,1000,Dna,dna,withoutrc,725875,74496,77204,905
100,150,5,0,0,5,1000,Dna,dna,withoutrc,1824,6763,561,2230
100,250,5,0,0,5,1000,Dna,dna,withoutrc,2361,6935,605,2865
100,500,5,0,0,5,1000,Dna,dna,withoutrc,3747,7044,773,3088
100,1000,5,0,0,5,1000,Dna,dna,withoutrc,6391,7043,1100,2374
100,2000,5,0,0,5,1000,Dna,dna,withoutrc,11886,7227,1737,2435
100,4000,5,0,0,5,1000,Dna,dna,withoutrc,22815,7681,2980,2320
100,8000,5,0,0,5,1000,Dna,dna,withoutrc,44771,8562,5391,2546
100,16000,5,0,0,5,1000,Dna,dna,withoutrc,88626,10337,10397,2269
100,32000,5,0,0,5,1000,Dna,dna,withoutrc,180122,14246,20758,2553
100,64000,5,0,0,5,1000,Dna,dna,withoutrc,352890,25593,40281,2478
100,100000,5,0,0,5,1000,Dna,dna,withoutrc,558489,56016,62915,2082
100,128000,5,0,0,5,1000,Dna,dna,withoutrc,714933,77606,80373,2280
200,250,10,0,0,10,1000,Dna,dna,withoutrc,3117,12623,612,6534
200,500,10,0,0,10,1000,Dna,dna,withoutrc,4429,12865,845,6547
200,1000,10,0,0,10,1000,Dna,dna,withoutrc,7389,13355,1221,6396
200,2000,10,0,0,10,1000,Dna,dna,withoutrc,12682,13204,1989,6489
200,4000,10,0,0,10,1000,Dna,dna,withoutrc,23644,13613,3575,6466
200,8000,10,0,0,10,1000,Dna,dna,withoutrc,45446,14438,6686,6549
200,16000,10,0,0,10,1000,Dna,dna,withoutrc,89439,16211,12780,6772
200,32000,10,0,0,10,1000,Dna,dna,withoutrc,177447,19839,24904,6081
200,64000,10,0,0,10,1000,Dna,dna,withoutrc,353162,31181,49599,5920
200,100000,10,0,0,10,1000,Dna,dna,withoutrc,559434,62022,77676,6188
200,128000,10,0,0,10,1000,Dna,dna,withoutrc,715838,83356,99334,5927
300,500,15,0,0,15,1000,Dna,dna,withoutrc,5029,18612,1006,11909
300,1000,15,0,0,15,1000,Dna,dna,withoutrc,7728,18672,1470,11669
300,2000,15,0,0,15,1000,Dna,dna,withoutrc,13308,18992,2428,11384
300,4000,15,0,0,15,1000,Dna,dna,withoutrc,24160,19271,5074,12113
300,8000,15,0,0,15,1000,Dna,dna,withoutrc,46217,20138,9274,11794
300,16000,15,0,0,15,1000,Dna,dna,withoutrc,89983,21860,18288,12738
300,32000,15,0,0,15,1000,Dna,dna,withoutrc,178579,25427,35517,12720
300,64000,15,0,0,15,1000,Dna,dna,withoutrc,355367,34207,59909,11411
300,100000,15,0,0,15,1000,Dna,dna,withoutrc,557749,70454,92556,10693
300,128000,15,0,0,15,1000,Dna,dna,withoutrc,715844,88244,118069,11457
500,1000,25,0,0,25,1000,Dna,dna,withoutrc,9488,32476,1992,28309
500,2000,25,0,0,25,1000,Dna,dna,withoutrc,15239,32330,3266,28153
500,4000,25,0,0,25,1000,Dna,dna,withoutrc,26756,32713,5760,26643
500,8000,25,0,0,25,1000,Dna,dna,withoutrc,50001,33456,10336,26226
500,16000,25,0,0,25,1000,Dna,dna,withoutrc,96342,35129,20398,27554
500,32000,25,0,0,25,1000,Dna,dna,withoutrc,194781,39817,39619,27662
500,64000,25,0,0,25,1000,Dna,dna,withoutrc,377249,55913,78327,27902
500,100000,25,0,0,25,1000,Dna,dna,withoutrc,596446,82297,124214,27120
500,128000,25,0,0,25,1000,Dna,dna,withoutrc,762213,101803,157864,28324
1000,2000,50,0,0,50,1000,Dna,dna,withoutrc,23193,131980,4835,97700
1000,4000,50,0,0,50,1000,Dna,dna,withoutrc,38427,75807,8891,97493
1000,8000,50,0,0,50,1000,Dna,dna,withoutrc,69049,76565,16205,91238
1000,16000,50,0,0,50,1000,Dna,dna,withoutrc,130288,78193,32154,94227
1000,32000,50,0,0,50,1000,Dna,dna,withoutrc,252850,81865,63432,94675
1000,64000,50,0,0,50,1000,Dna,dna,withoutrc,497791,88912,125498,94412
1000,100000,50,0,0,50,1000,Dna,dna,withoutrc,780480,114175,194351,96958
1000,128000,50,0,0,50,1000,Dna,dna,withoutrc,1027735,153126,259894,99270
